NO,NAME,IP,GENDER,DESCRIPTION,DATE,COMMENT
862,玖念坤980802,江苏,f,,Wed Aug 02 21:59:11,生日快乐🎂
863,爱听坤歌的龟,广东,f,,Wed Aug 02 23:15:01,每天都要开心[鲜花][鲜花]
864,BEMYLION,陕西,f,一起《修行》。,Wed Aug 02 22:34:35,精心挑选一支花，翻山越岭也要送给你🌹生日快乐🌹
865,Tiyiha,中国香港,f,Much joy Much peace,Wed Aug 02 18:07:52,生日快乐🎂🎁
866,185帅坤坤,新疆,f,求求我别熬夜了,Wed Aug 02 17:40:55,想你宝宝@蔡徐坤
867,泡菜貓女2,中国香港,f,要對得起的人生，不要將來後悔，喜歡的就全力去愛，別人代替不了我，所以不用別人來當我多嘴。,Wed Aug 02 19:40:09,@蔡徐坤 生日快樂[鲜花][蛋糕]
868,hikk-_-,湖南,f,,Wed Aug 02 12:15:09,蔡徐坤生日快乐[心]
869,氿花花,云南,f,WEIXIN(开学中……),Wed Aug 02 14:20:53,生日快乐🎂@蔡徐坤
870,涵涵譯_蔡徐坤angel,四川,f,当蓝玫瑰绽放时，光总会照耀在他的身上,Wed Aug 02 11:21:19,愿你自由如旷野，活得热烈，活得甘愿❤️生日快乐
871,·平行悖论·,陕西,f,坤 车窗起雾写的是你的名字。,Wed Aug 02 10:21:55,家一直在@蔡徐坤
872,嘟比小困,北京,f,从灰烬中重生吧 于你 也于我,Wed Aug 02 09:48:45,一起走更远吧
873,氿花花,云南,f,WEIXIN(开学中……),Wed Aug 02 14:20:41,好好休息@蔡徐坤
874,-Cilk,天津,f,Sharing love🖤,Wed Aug 02 00:48:04,蔡徐坤生日快乐[打call][打call]
875,小巫仙仙,浙江,f,唯愿你开心，自由。,Wed Aug 02 08:57:05,生日快乐喔
876,IC疯狂的猫先生,甘肃,f,,Wed Aug 02 07:37:56,生日快乐[打call][打call][打call]坤哥
877,困鲸鱼A,四川,f,,Wed Aug 02 02:37:42,生日快乐
878,蔡阿巴阿巴子,四川,f,,Wed Aug 02 01:38:15,生日快乐
879,扯蔡徐坤的皮带,湖北,f,KUN,Wed Aug 02 10:38:15,生日快乐[哇]
880,跟着坤坤有糖吃cxk,安徽,f,贼喜欢我家坤坤啊,Wed Aug 02 09:34:03,陪你的第六个生日啦@蔡徐坤
881,璃晴子,山东,f,Better and better.,Wed Aug 02 10:01:53,@蔡徐坤 天天开心
882,hugmekunl,河南,f,蓝玫瑰是初心,Wed Aug 02 08:27:31,蔡徐坤25岁生日快乐[爱你]
883,困困小羊zZy,重庆,f,想抱紧之后 就永远不再放手@蔡徐坤,Wed Aug 02 09:20:47,生日快乐
884,高冷卷心蔡,辽宁,f,^ ^,Wed Aug 02 06:23:29,生日快乐[哇]
885,小蜗牛遇见大狮子,中国台湾,f,,Sat Aug 05 23:11:28,愿你被爱意所包围，愿你身边明灯璀璨，愿你的世界星河长明，愿你所愿皆能如愿。@蔡徐坤
886,彩包困困,新疆,m,,Wed Aug 02 15:56:18,@蔡徐坤
887,Aicai_Lover,广东,f,离了蔡徐坤我活不了一点,Wed Aug 02 01:05:36,平安喜乐
888,葵葵不困_y,黑龙江,f,蔡 徐 坤 的 小 猫 咪 .,Wed Aug 02 00:51:56,生日快乐[抱一抱][抱一抱]
889,小葵困_KUN,浙江,f,,Wed Aug 02 01:05:07,生日快乐[抱一抱][抱一抱][蛋糕][蛋糕]
890,翻我牌,广东,f,,Wed Aug 02 01:21:23,生日快乐！[害羞]
891,南笙kkkkkkkun0802,云南,f,花店虽然不开了，但是花还会继续开的。,Wed Aug 02 00:48:29,生日快乐[抱抱]
892,Lao劳想睡觉,山东,f,,Wed Aug 02 00:52:35,生日快乐[心][心][心][心]
893,迷人雪纳瑞k,河北,f,唯粉,Wed Aug 02 01:47:54,记得吃蛋糕哦@蔡徐坤
894,偷菜猫咪,广东,f,别蒙着眼,Wed Aug 02 01:42:32,蔡徐坤25岁生日快乐！
895,碗盆炸炸,湖南,f,滚,Wed Aug 02 00:33:48,平安喜乐
896,扶蔡大爷过马路,安徽,f,,Wed Aug 02 00:47:48,蔡徐坤生日快乐！
897,WSS八月玫瑰,广东,f,漫不经心,Sat Aug 05 22:14:58,坤坤爱你！[嘻嘻]@蔡徐坤
898,不想努力只想摆烂余,广东,m,菜菜余的快乐追星and哔哔赖赖日常！,Thu Aug 03 01:21:43,生日快乐！
899,哆梨Duoli,浙江,f,东野圭吾在《恶意》里曾这样写到：“有些人的恨是没有原因的，他们平庸、没有天分、碌碌无为，于是你的优秀、你的天赋、你的善良和幸福都是原罪。”,Wed Aug 02 12:06:33,生日快乐
900,彩色妳妳,江苏,f,,Thu Aug 03 00:12:44,生日快乐
901,77-meng,安徽,f,7,Wed Aug 02 08:23:55,我的愿望是你的愿望都会实现[抱一抱]生日快乐@蔡徐坤
902,香蔡飞你一脸_,天津,f,恶魔把我带入地狱回不去只许混乱蒙着眼。,Wed Aug 02 00:33:40,宝宝生日快乐[心]
903,kkk8282,江苏,m,,Thu Aug 03 01:21:58,以后一定会越来越好的，一起加油
904,我来这看我的宝宝,江西,m,蔡徐坤 我爱你，我的宝宝 超级超级超级超级超级超级超级喜欢你！,Thu Aug 03 00:21:37,你知道你和星星有什么区别吗？星星在天上，你在我心里。
905,储蓄卡余额8200,江苏,f,,Wed Aug 02 23:48:51,平安喜乐[心]
906,kkk8282,江苏,m,,Thu Aug 03 00:09:54,万事顺遂，平安喜乐[心]
907,恩乐喜坤,江苏,f,不管这个世界怎么样，我都会永远善良,Wed Aug 02 10:59:47,生日快乐，祝你平安快乐
908,NICE_KUNNNXX,浙江,f,你像丘比特賜予我的首選 @蔡徐坤,Wed Aug 02 00:30:13,呀呼！陪你的第六个生日咯！蔡徐坤25岁生日快乐呀～小坤 我永远爱你！永远有人爱你 有人永远爱你 KUN&IKUN is forever
909,NICE_KUNNNXX,浙江,f,你像丘比特賜予我的首選 @蔡徐坤,Wed Aug 02 00:30:23,@蔡徐坤 宝贝生日快乐
910,八月恋雪葵,河南,f,喜欢你有始有终💗 ​​​KUN&IKUN,Wed Aug 02 00:31:20,一起陪他！
911,小葵的馨,广东,f,别来烦蔡徐坤和粉丝,Wed Aug 02 00:35:44,陪你的第六个生日！天天开心
912,魚_YY_,福建,f,KUN&IKUN.FOREVER,Wed Aug 02 00:36:08,生日快乐蔡徐坤！
913,请多多早睡-,重庆,f,未曾谋面的终将会相遇,Wed Aug 02 00:35:56,生日快乐！
914,August_好困,河南,f,听先生的歌.,Wed Aug 02 00:43:53,Love never fails@蔡徐坤
915,羽落梦散,福建,f,KUN&IKUN 蔡徐坤的ikun,Wed Aug 02 00:36:51,2023.8.2 生日快乐呀！陪你一起过的第6个生日啦🎂希望我们小坤能够开心幸福，好好地享受生活[抱一抱]只要你回头，我们一定在！等你哦，始终爱你[心]@蔡徐坤
916,KUN_真儿,广东,f,已🔒勿扰  一位90姐姐粉，只专注蔡徐坤,Wed Aug 02 00:52:57,生日快乐@蔡徐坤
917,HHAIKUN,重庆,f,等他出关,Wed Aug 02 00:42:52,@蔡徐坤  希望25岁的你能做你想做的 一定有人会支持你和爱你 祝生日快乐 平平安安
918,yue_小坤,安徽,f,蔡徐坤至上,Wed Aug 02 00:36:14,生日快乐[蛋糕][蛋糕]
919,-Cilk,天津,f,Sharing love🖤,Wed Aug 02 00:56:02,蔡徐坤生日快乐[打call]
920,-Cilk,天津,f,Sharing love🖤,Wed Aug 02 00:55:48,生日快乐@蔡徐坤
921,-Cilk,天津,f,Sharing love🖤,Wed Aug 02 00:55:57,蔡徐坤生日快乐[打call][打call]
922,来自802星球,湖南,f,蔡徐坤同学请大家了解一下,Wed Aug 02 06:47:35,六年啦[憧憬][憧憬][憧憬]生日快乐🎂宝贝[抱一抱][抱一抱][抱一抱][抱一抱]我们一直在！
923,Baijiu夢,河北,f,夢中になる,Wed Aug 02 00:48:11,徐坤生日快乐[赢牛奶]
924,要一直陪着小困,广东,f,你属于天意  那种命中注定,Wed Aug 02 00:38:18,forever[心]
925,Like-YKT,陕西,f,,Wed Aug 02 00:36:25,宝宝生日快乐！一直一直在 一直陪着你
926,Lao劳想睡觉,山东,f,,Wed Aug 02 00:53:04,生日快乐[彩虹屁][彩虹屁][彩虹屁]@蔡徐坤
927,Kun_CafeinBali,广东,f,蔡徐坤(｡･ω･｡)ﾉ♡,Wed Aug 02 00:37:27,@蔡徐坤 生日快乐坤仔[蛋糕][鲜花][抱抱]
928,白猫怀特,意大利,m,,Wed Aug 02 06:05:20,#蔡徐坤# cxk#蔡徐坤0802生日快乐# 保持阳光 保持积极 汇聚能量 @蔡徐坤  生日快乐🎂 在没有出现的日子里要好好吃饭 要好好生活～   [给力]
929,白猫怀特,意大利,m,,Wed Aug 02 06:05:16,#蔡徐坤# cxk#蔡徐坤0802生日快乐# 保持阳光 保持积极 汇聚能量 @蔡徐坤  生日快乐🎂 在没有出现的日子里要好好吃饭 要好好生活～   [心]
930,奎奎奎大奎奎,江苏,f,KUN,Wed Aug 02 08:50:35,蔡徐坤25岁生日快乐🎂平安喜乐
931,白猫怀特,意大利,m,,Wed Aug 02 06:05:07,#蔡徐坤# cxk#蔡徐坤0802生日快乐# 保持阳光 保持积极 汇聚能量 @蔡徐坤  生日快乐🎂 在没有出现的日子里要好好吃饭 要好好生活～
932,白猫怀特,意大利,m,,Wed Aug 02 06:05:00,#蔡徐坤# cxk#蔡徐坤0802生日快乐# 保持阳光 保持积极 汇聚能量 @蔡徐坤  生日快乐🎂 在没有出现的日子里要好好吃饭 要好好生活～   [蛋糕]
933,白猫怀特,意大利,m,,Wed Aug 02 06:04:55,#蔡徐坤# cxk#蔡徐坤0802生日快乐# 保持阳光 保持积极 汇聚能量 @蔡徐坤  生日快乐🎂 在没有出现的日子里要好好吃饭 要好好生活～   [音乐]
934,白猫怀特,意大利,m,,Wed Aug 02 06:04:51,#蔡徐坤# cxk#蔡徐坤0802生日快乐# 保持阳光 保持积极 汇聚能量 @蔡徐坤  生日快乐🎂 在没有出现的日子里要好好吃饭 要好好生活～   [礼物]
935,路過蜻蜓98,四川,m,,Wed Aug 02 02:06:00,想你了宝贝[泪]
936,路過蜻蜓98,四川,m,,Wed Aug 02 02:04:31,生日快乐🎉
937,桃桃公主O_o,湖南,f,Sharing love 🖤,Wed Aug 02 01:52:14,生日快乐@蔡徐坤
938,Shirley_8152,马来西亚,f,,Wed Aug 02 19:53:16,要努力要酷 要更勇敢 生日快乐🎂🎊
939,DuoDuo好困,河南,f,,Wed Aug 02 10:17:13,勇敢大胆的去闯吧，身后永远有人爱你。生日快乐🎂
940,小巫仙仙,浙江,f,唯愿你开心，自由。,Wed Aug 02 08:49:26,生日快乐呀！
941,叽里咕噜嘀小猪,四川,m,快乐快乐快乐！,Thu Aug 03 08:59:00,Stay happy. Smile always.
942,雪葵_coco,新疆,m,,Thu Aug 03 00:26:12,愿你被爱意所包围，愿你身边明灯璀璨，愿你的世界星河长明，愿你所愿皆能如愿。生日快乐！@蔡徐坤
943,Tiyiha,中国香港,f,Much joy Much peace,Wed Aug 02 18:08:31,生日快乐宝贝🎂
944,蔡徐坤你也困了吗,湖北,f,25,Wed Aug 02 00:35:10,25啦 生日快乐[好喜欢][好喜欢][好喜欢]
945,陷入困境_kwenuun,新疆,f,,Wed Aug 02 22:28:02,想你啦@蔡徐坤
946,叽里咕噜嘀小猪,四川,m,快乐快乐快乐！,Thu Aug 03 08:58:54,Trust yourself and love yourself.
947,叽里咕噜嘀小猪,四川,m,快乐快乐快乐！,Thu Aug 03 08:58:50,Don’t give up your smile. Keep the positive energy.
948,叽里咕噜嘀小猪,四川,m,快乐快乐快乐！,Thu Aug 03 08:58:57,And always stay positive.Always stay happy you know.
949,南笙kkkkkkkun0802,云南,f,花店虽然不开了，但是花还会继续开的。,Wed Aug 02 00:48:03,生日快乐 我们一直都在[抱一抱]
950,情话说给_坤,重庆,f,不需要建议 不需要认同 我喜欢就值得.@蔡徐坤,Wed Aug 02 07:46:11,生日快乐！
951,菜包宝宝妈咪,新疆,m,,Wed Aug 02 14:33:45,生日快乐！我永远爱你！@蔡徐坤
952,-奎味饼干,广西,m,,Wed Aug 02 15:49:32,喜欢听你的歌 做你一辈子的歌迷 生日快乐[抱一抱][抱一抱]@蔡徐坤
953,川岛甜葵cxk,重庆,f,阵阵风声化为思念 吹向远方赠你,Wed Aug 02 00:38:56,勇敢地向前走吧，你在我就在@蔡徐坤 25岁生日快乐！
954,迷人雪纳瑞k,河北,f,唯粉,Wed Aug 02 01:48:28,生日快乐！@蔡徐坤
955,185帅坤坤,新疆,f,求求我别熬夜了,Wed Aug 02 17:41:16,@蔡徐坤
956,嘉玥kkklll,四川,f,大奎的憨憨,Wed Aug 02 00:45:29,谢谢你住进我的青春 未来我们也继续陪伴彼此[心]生日快乐
957,嘉玥kkklll,四川,f,大奎的憨憨,Wed Aug 02 00:45:18,生日快乐 @蔡徐坤
958,嘉玥kkklll,四川,f,大奎的憨憨,Wed Aug 02 00:45:23,我的愿望是你的愿望都会实现[抱一抱]生日快乐
959,嘉玥kkklll,四川,f,大奎的憨憨,Wed Aug 02 00:40:14,“花在骄阳下盛开 我的爱永远为你而敞开。”生日快乐🎂
960,甜甜的蔡仙生,浙江,f,未曾谋面的也终将会相遇,Wed Aug 02 00:43:00,蔡徐坤生日快乐🎉🎉🎉
961,·平行悖论·,陕西,f,坤 车窗起雾写的是你的名字。,Wed Aug 02 00:35:41,家一直在@蔡徐坤
962,浪漫兴衰,广东,f,𝐂𝐚𝐢𝐗𝐮𝐊𝐮𝐧,Wed Aug 02 00:35:28,KUN&IKUN永远都是一起的@蔡徐坤 生日快乐蔡徐坤
963,Imwait_ing,新疆,f,爱人如己.,Wed Aug 02 00:34:25,25岁 愿你百事从欢 万事从愿 阿彩生日快乐！未来 我们会一直在
964,苏颜颜儿,广东,f,只希望坤和我都能顺顺利利！平平安安！,Wed Aug 02 00:34:04,生日快乐[可爱]
965,香蔡飞你一脸_,天津,f,恶魔把我带入地狱回不去只许混乱蒙着眼。,Wed Aug 02 00:33:33,生日快乐[心]
966,碗盆炸炸,湖南,f,滚,Wed Aug 02 00:33:34,永远有人爱他
967,林谢和阿彩kkk,广东,f,永不凋谢的蓝玫瑰和永不离开阿彩的我 KUN&IKUN is forever,Wed Aug 02 00:32:02,阿彩生日快乐
968,困酱天下第一好,湖南,f,姐狗一枚,Wed Aug 02 00:32:10,生日快乐[抱一抱]
969,自律才能给你自由,重庆,f,只要是你的愿望就都能实现。,Mon Aug 07 03:16:27,很想你[抱一抱]@蔡徐坤 但是没关系，我们都擅长等待[抱一抱]
970,宇宙第一会唱歌的幸运猪坨,上海,f,人被思念的时候，已经在思念者怀里了。love never fails,Wed Aug 02 00:33:13,生日快乐
971,困困宝宝的括弧笑,安徽,f,都不准欺负我们困困宝宝😪我和你没完👊🏻都不准欺负我们困困宝宝😪我和你没完👊🏻,Wed Aug 02 00:32:40,蔡徐坤生日快乐，天天开心！[羞嗒嗒][羞嗒嗒]
972,ice坤snow,四川,f,花花世界 静守己心❤️,Tue Aug 08 15:23:20,生日快乐🎂天天开心
973,-18年春_,湖南,f,,Wed Aug 02 00:54:52,生日快乐
974,芬芬200802,海南,f,,Wed Aug 02 00:54:40,宝贝生日快乐🎂
975,-KUN-hugme,四川,f,日落之前拥抱我,Wed Aug 02 13:48:14,@蔡徐坤 宝贝永远爱你
976,ziiiiiiikun,江西,f,即使万人仰慕 我对你一见如故,Wed Aug 02 00:53:31,蔡徐坤生日快乐🎂 🎂 🎂 永远有人爱你[送花花][送花花][送花花]
977,小奎喜坤,广东,f,爱人如己,Wed Aug 02 00:47:02,KUN&IKUN is forever@蔡徐坤
978,彩色妳妳,江苏,f,,Thu Aug 03 00:13:37,生日快乐[爱你]
979,春风送庭燎,湖南,f,你像丘比特赐予我的首选,Wed Aug 02 23:40:01,生日快乐[鼓掌]
980,滚开蔡黑,江苏,f,,Wed Aug 02 23:47:27,第六年啦
981,Ubelik,安徽,f,,Wed Aug 02 00:40:58,坤，生日快乐！我爱你
982,燕子南归春风至,上海,m,,Wed Aug 02 23:33:13,“花在骄阳下盛开 我的爱永远为你而敞开。”生日快乐🎂
983,陪坤看雪_,广东,f,,Wed Aug 02 23:07:54,永远有人爱你！生日快乐！@蔡徐坤
984,储蓄卡余额8200,江苏,f,,Wed Aug 02 23:52:03,25岁新的开始！再来一次吧！
985,月亮要打呼,湖南,f,当克莱因蓝遇上王者金 爱上蔡徐坤已命中注定,Wed Aug 02 10:27:51,生日快乐大哥[打call][打call]
986,眼中的彼此cxk,安徽,f,,Wed Aug 02 10:10:52,我仍守着花海等你归来 生日快乐[心][心]
987,卡崩卡困,四川,f,没啥，你看了也没用,Wed Aug 02 14:05:01,天天快乐天天开心啊[抱一抱]
988,-KUN-hugme,四川,f,日落之前拥抱我,Wed Aug 02 13:48:46,在没有出现的日子要好好吃饭好好睡觉@蔡徐坤
989,77-meng,安徽,f,7,Wed Aug 02 08:24:27,生日快乐 @蔡徐坤
990,白猫怀特,意大利,m,,Wed Aug 02 06:04:46,#蔡徐坤# cxk#蔡徐坤0802生日快乐# 保持阳光 保持积极 汇聚能量 @蔡徐坤  生日快乐🎂 在没有出现的日子里要好好吃饭 要好好生活～
991,shsusgn,重庆,f,KUN&IKUN,Wed Aug 02 08:01:07,KUN&IKUN！
992,一直听kun的歌,广西,m,KUN,Wed Aug 02 03:58:11,@蔡徐坤
993,尤绾____,江西,f,弟弟只有2cm,Wed Aug 02 07:45:31,生日快乐@蔡徐坤
994,kiki-0711,德国,f,日常+生活🎬  (KUN💙 💙 ),Wed Aug 02 03:16:43,又一年生日快乐[抱一抱][抱一抱]
995,捌贰的-坤_考上重高版,江西,f,⍤“所有的事情到最后都会是好事，如果还不是，那它没到最后。”,Wed Aug 02 00:41:19,生日快乐，全世界最最最好的蔡徐坤[抱一抱]@蔡徐坤
996,单一才下课,福建,f,“金海和初雪一样浪漫”,Wed Aug 02 00:35:47,"If you need me,I will be your side.生日快乐🎂"
997,一直听kun的歌,广西,m,KUN,Wed Aug 02 03:58:25,24岁的烦恼太多了希望25岁的你平安喜乐 @蔡徐坤
998,蔡蔡要平安,云南,f,外求 转向 内求,Wed Aug 02 00:35:57,一直在，一直爱@蔡徐坤
999,无法解开心锁的结,河南,f,,Wed Aug 02 00:38:39,生日快乐宝宝
1000,Siyuuux,重庆,f,失之东隅 收之桑榆,Wed Aug 02 00:38:28,徐坤生日快乐！希望你永远自由健康快乐地站在自己热爱的领域中闪闪发光吧！@蔡徐坤
1001,今天喜欢寄居蟹,陕西,f,本人一拳五百,Wed Aug 02 00:38:23,一直爱一直在！
1002,小蔡别流泪,云南,f,我一直都在,Wed Aug 02 00:38:13,生日快乐🎂@蔡徐坤
1003,喵喵哒小米,内蒙古,f,Next chapter loading…,Wed Aug 02 00:35:26,一起陪他[心][心][心]
1004,菜卯猫,贵州,f,kun ikun,Wed Aug 02 00:40:17,我一直在[心]
1005,猫咪kunahui,广东,f,,Wed Aug 02 00:35:23,生日快乐！[哇]
1006,-小困崽汁,安徽,f,既要今朝醉，也要万年长,Wed Aug 02 00:35:08,蔡徐坤天天开心！！！生日快乐
1007,姐是脑残舞台粉,广东,f,看着背叛转为动机,Sat Aug 12 17:38:20,宝贝天天开心
1008,A小奎猪咪,山东,f,,Mon Sep 25 23:00:23,想你
1009,亲吻潮汐的椰岛,陕西,f,个人追星号 少拿饭圈来管我 不喜勿关,Wed Aug 02 00:30:25,坤哥 生日快乐！！ http://t.cn/A60pn9SU
1010,困困蛋kk,广东,f,空空贴贴,Wed Aug 02 00:31:45,生日快乐！ http://t.cn/A60pnWcX
1011,亲吻潮汐的椰岛,陕西,f,个人追星号 少拿饭圈来管我 不喜勿关,Wed Aug 02 00:30:30,@蔡徐坤
1012,困困帕布,广东,f,希望以后的很多次 都能够飞奔向你,Wed Aug 02 00:32:50,这是一个装着小狮子和小猫咪 有hugme的蓝气球粉气球 能够在日落之前拥抱 可以看到你最爱的海边 充满音符的温暖home💖💝一直爱你❤️‍🔥❤️‍🔥
1013,Nice2cu-K,内蒙古,f,KUN＆IKUN,Wed Aug 02 00:35:26,好漂亮的蛋糕呀
1014,啊特拉斯耸耸肩,福建,f,🦁,Wed Aug 02 00:32:05,这个好漂亮！好多元素[打工人]坤坤你喜欢吗[打工人]一定要开心哦
1015,小颜困困,福建,f,未曾谋面的也终将会相遇.蔡徐坤,Wed Aug 02 00:34:43,生日快乐 蔡徐坤
1016,Whik_,浙江,f,从心,Wed Aug 02 00:34:08,好漂亮的蛋糕！
1017,802号思坤者,四川,f,一个想浪迹天涯的不自由者。,Wed Aug 02 00:33:54,爱你@蔡徐坤
1018,小蔡爱困-,湖南,f,整肃 但喜欢可爱哥哥,Wed Aug 02 00:33:30,🆙这个蛋糕太好看啦！
1019,-Cilk,天津,f,Sharing love🖤,Wed Aug 02 00:35:33,生日快乐[心]
1020,不愿透露姓名的歌迷,广东,f,小坤永远开心,Wed Aug 02 00:36:47,we going home[心]
1021,Ykkxy_,天津,f,未曾谋面的也终将会相遇,Wed Aug 02 00:36:12,好漂亮的小蛋糕
1022,-Cilk,天津,f,Sharing love🖤,Wed Aug 02 00:35:28,生日快乐
1023,歌迷代表_,河南,f,爱人如己,Wed Aug 02 00:42:38,生日快乐[打call][音乐][音乐] http://t.cn/A60pmMYc
1024,彩彩要永远开心我们都会是幸福的,海南,f,那些惴不安的未来 我相信它们是明亮的 一起闯迷宫🎫,Wed Aug 02 00:34:45,哇！！！！好漂亮
1025,准备奶粉钱,湖南,f,开学喽，少管我。,Wed Aug 02 00:32:23,哇塞这个蛋糕好漂亮！！
1026,爱小坤的荔枝,马来西亚,f,💛𝐊𝐔𝐍＆𝐈𝐊𝐔𝐍💛 @蔡徐坤,Wed Aug 02 00:38:05,好可爱的蛋糕！[抱一抱][心]
1027,bobo的快乐小窝,江苏,f,,Wed Aug 02 00:40:07,蛋糕好漂亮[哇]
1028,bobo的快乐小窝,江苏,f,,Wed Aug 02 00:39:52,生日快乐🎂🎂
1029,阿彩的女配角,河北,f,,Wed Aug 02 00:33:18,好漂亮的蛋糕[哇]
1030,公义的冠冕为你留存,山东,f,只喜欢蔡徐坤～～我的坤坤✺◟(∗❛ัᴗ❛ั∗)◞✺（镇魂）,Wed Aug 02 00:35:15,好漂亮的蛋糕
1031,狐狸先生_Aurora,河南,f,爱人如己,Wed Aug 02 00:34:58,生日快乐，小房子真好看
1032,拿下k计划,广西,f,,Wed Aug 02 00:34:46,蛋糕好漂亮[哇][哇][哇][哇][哇]
1033,甜葵寻梦,广东,f,,Wed Aug 02 00:38:32,生日快乐[心]
1034,-Cilk,天津,f,Sharing love🖤,Wed Aug 02 00:36:23,蔡徐坤生日快乐[打call]
1035,爱困的咸鱼公主,山东,f,看一眼倒霉一天😊,Wed Aug 02 00:36:00,好漂亮的蛋糕[抱一抱][抱一抱][抱一抱]
1036,-Cilk,天津,f,Sharing love🖤,Wed Aug 02 00:36:00,蔡徐坤生日快乐
1037,请你不要在这理发店,河北,f,,Wed Aug 02 00:35:27,太好看了
1038,困困帕布,广东,f,希望以后的很多次 都能够飞奔向你,Wed Aug 02 01:08:11,吹个蜡烛吧～ http://t.cn/A60p3hEy
1039,-郜郜i幼恩呐,陕西,f,𝑺𝒉𝒂𝒓𝒊𝒏𝒈 𝒍𝒐𝒗𝒆🖤,Wed Aug 02 00:50:48,25岁生日快乐 继续闪耀 做舞台上闪闪发光的你 我爱你！@蔡徐坤
1040,小慧与蔡困,广西,f,蔡徐坤是整个青春,Wed Aug 02 00:48:36,好漂亮的蛋糕🍰
1041,小慧与蔡困,广西,f,蔡徐坤是整个青春,Wed Aug 02 00:48:24,生日快乐🎉🎉
1042,路過蜻蜓98,四川,m,,Wed Aug 02 02:33:41,宝贝生日快乐🎂
1043,路過蜻蜓98,四川,m,,Wed Aug 02 02:32:38,蛋糕吃可爱[色]
1044,它有一个你,河南,f,保持很多热爱，和一点点野心 ❤️里有一个你,Wed Aug 02 00:48:09,认真生活，生日快乐🎂 http://t.cn/A60pm8aM
1045,焦糖海盐烤鱼,山东,f,,Wed Aug 02 06:24:21,这蛋糕太好看了
1046,我的宝贝蔡撩撩,江苏,f,未曾谋面的终将会相遇 💛,Wed Aug 02 00:48:10,坤 喜欢吗@蔡徐坤  有这么多人在爱你呢[心]
1047,雾海折花令,广东,f,KUN,Wed Aug 02 00:35:54,蛋糕好漂亮！
1048,-Cilk,天津,f,Sharing love🖤,Wed Aug 02 00:35:52,生日快乐[抱一抱][抱一抱]
1049,蔡徐坤我老公802,青海,f,以后不要再烦我们粉丝和他了,Wed Aug 02 04:56:08,生日快乐🎂[抱抱][抱抱]
1050,-Cilk,天津,f,Sharing love🖤,Wed Aug 02 00:35:43,生日快乐[打call][打call]
1051,IkunY蔡先生,贵州,f,KUN♥IKUN,Wed Aug 02 07:26:47,好漂亮的蛋糕啊！
1052,-我不愿意种花--,湖南,f,普通嗑💊人一枚.--,Wed Aug 02 01:20:25,好可爱的小蛋糕 [抓狂][抓狂][抓狂] 还有小狮子[抓狂][抓狂]
1053,kk泡芙星球杯,安徽,f,做一个勇敢的人,Wed Aug 02 01:57:30,🎂 🎂 冲！！！
1054,IC疯狂的猫先生,甘肃,f,,Wed Aug 02 07:38:28,生日快乐坤哥，你这个蛋糕好好看[打call][打call][打call][打call][打call]
1055,-Cilk,天津,f,Sharing love🖤,Wed Aug 02 00:35:37,生日快乐[蛋糕]
1056,蔡小葵的猫咪002,四川,f,.幸福就是你有爱人的能力，我也有被爱的运气😘 💕,Wed Aug 02 07:54:55,好漂亮蛋糕
1057,收集下课的信,河南,f,一直在一直爱,Wed Aug 02 01:06:33,生日快乐 http://t.cn/A60puDxu
1058,西红柿先生是一个谜,湖北,f,故事的开头总是极具温柔。。。,Wed Aug 02 09:27:10,生日快乐 @蔡徐坤[舔屏]
1059,0802圈养的小西几,安徽,f,那就跟风耍一哈 装聋又做哑,Wed Aug 02 01:17:18,好可爱的蛋糕！
1060,Koctaug,云南,f,it's you ! 🦁,Wed Aug 02 00:37:01,好可爱的蛋糕[送花花]
1061,会成为富婆的ya_,天津,f,我仍守着花海 等你归来。,Wed Aug 02 07:42:16,啊啊啊啊蛋糕好漂亮啊啊
1062,凛星糖,北京,f,漂亮的活下去🧚,Wed Aug 02 01:22:33,我们是一家人[抱一抱]
1063,小坤永远被爱包围,福建,m,永远是你的歌迷,Wed Aug 02 01:48:24,家一直在[泪]
1064,蔡蔡长幔点,陕西,f,,Wed Aug 02 00:58:01,好好看的蛋糕[打call][打call]
1065,最幸福的欣欣,河南,f,,Wed Aug 02 00:56:35,生日快乐
1066,KARINA-WINK,广东,f,蔡徐坤的IKUN    August_KUN 原ID:蔡玖涵,Wed Aug 02 00:54:57,找到你了，送你上去
1067,鸡蛋炒饭不加葱拍了拍CXK,广东,f,KUN&IKUN,Wed Aug 02 00:54:26,这个意义不错，很好！
1068,去无人岛摸鲨鱼角K,广西,f,不会去在意那些声音，只会坚定的走向他。,Wed Aug 02 00:48:37,@蔡徐坤 属于我们的家 生日快乐徐坤
1069,蔡徐坤你也困了吗,湖北,f,25,Wed Aug 02 00:39:22,坤哥 生日快乐[心][心][心]
1070,-困困菜姚,重庆,f,KUN&IKUN,Fri Aug 04 09:56:22,生日快乐 http://t.cn/A60l4gqB
1071,是小葵的蔡,贵州,f,你可以永远相信蔡徐坤,Wed Aug 02 09:46:26,很有创意的蛋糕呀
1072,猪咪今天吃菜了没,浙江,f,爱人如己,Wed Aug 02 08:20:03,生日快乐[打call]要每天开心哦
1073,蓝玫瑰82元一枚呐,江苏,f,爱人爱己,Wed Aug 02 10:45:40,生日快乐小坤
