NO,NAME,ID,DATE,COMMENT
484,私奔去马代-,4930270795668146,Wed Aug 02 12:47:00 +0800 2023,别怕 我们一直都在[心]
485,K_不痛不痒不变,4930241150062191,Wed Aug 02 10:49:12 +0800 2023,一定要快点见面
486,_公主裙_,4930190071038315,Wed Aug 02 07:26:13 +0800 2023,@蔡徐坤
487,FIFI八月的KUN,4930433357190118,Wed Aug 02 23:32:58 +0800 2023,超级想你，坤坤
488,7K芒果冰,4930424327112468,Wed Aug 02 22:57:05 +0800 2023,生日快乐！蛋糕很甜[抱一抱] http://t.cn/A60O4mZO
489,疯批美女已发疯,4930235457864767,Wed Aug 02 10:26:35 +0800 2023,生日快乐坤
490,蔡蔡要平安,4930219725555336,Wed Aug 02 09:24:04 +0800 2023,Happy Birthday to KUN！25岁生日快乐坤哥。今天是我们一起度过的第1887天，陪你的第5个生日。我们永远相信你！一直在，一直爱！愿你天天开心，平安顺遂@蔡徐坤
491,疯批美女已发疯,4930235415920826,Wed Aug 02 10:26:24 +0800 2023,生日快乐宝贝
492,菜饱饱睡不够,4930215899299976,Wed Aug 02 09:08:51 +0800 2023,生日快乐，希望你天天开心！
493,笨蛋小猫咪_在线求哥抱,4930088552892686,Wed Aug 02 00:42:50 +0800 2023,我仍守着花海等你归来@蔡徐坤 要开心哦
494,只为你摘星-,4930289245620309,Wed Aug 02 14:00:19 +0800 2023,你在 家在 我在❤️生日快乐
495,阿彩我们都熬过来了,4930225411981652,Wed Aug 02 09:46:39 +0800 2023,下次见面一定是体面的[打call]@蔡徐坤
496,嘟比小困,4930226138908785,Wed Aug 02 09:49:33 +0800 2023,快点见面啊！！！
497,只为你摘星-,4930289224655528,Wed Aug 02 14:00:14 +0800 2023,我是你用爱浇灌的玫瑰呀 只为你盛放[鲜花]生日快乐
498,土土不要木木,4930406426348408,Wed Aug 02 21:45:57 +0800 2023,恭喜你！开启long game新副本，接下来的路，我们一起打怪升级！@蔡徐坤 25岁生日快乐！[心]
499,困c泡芙,4930421907521647,Wed Aug 02 22:47:27 +0800 2023,生日快乐 play the long game[鲜花]
500,姜玖-森陌-CY,4930417922408868,Wed Aug 02 22:31:37 +0800 2023,生日快乐🎂
501,只为你摘星-,4930289211803625,Wed Aug 02 14:00:11 +0800 2023,你在的地方就是我奔赴的远方，期待下次相聚❤️生日快乐🎂
502,我会爱你K,4931027838180762,Fri Aug 04 14:55:13 +0800 2023,想见面想约会[泪][泪][泪]
503,BEMYLION,4930418538717682,Wed Aug 02 22:34:05 +0800 2023,你闪闪发亮的同时也要平平安安❤️生日快乐！
504,跟着坤坤有糖吃cxk,4930222123650265,Wed Aug 02 09:33:36 +0800 2023,永远陪着你哦@蔡徐坤
505,我对你一见如故江南水边居,4930217666154242,Wed Aug 02 09:15:53 +0800 2023,#蔡徐坤0802生日快乐#  ˗ˋˏ🎂ˎˊ˗ 蔡徐坤生日快乐♪♫*☆*happy birthday*☆*♪♫“永远有人爱你，有人永远爱你” @蔡徐坤[心]#蔡徐坤#
506,只是叭呐呐,4930085378067325,Wed Aug 02 00:30:13 +0800 2023,生日快乐坤坤！！每一岁都是新世界！！！我们再一起闯闯看呐！！！！
507,只是叭呐呐,4930085436524144,Wed Aug 02 00:30:27 +0800 2023,[亲亲]爱你！！！
508,小菲不吃蛋炒饭,4930085587783646,Wed Aug 02 00:31:03 +0800 2023,生日快乐！
509,冲天猪小坨,4930085599052370,Wed Aug 02 00:31:05 +0800 2023,宝贝生日快乐特别爱你@蔡徐坤
510,是狸花不是梨花哇,4930085657778439,Wed Aug 02 00:31:20 +0800 2023,生日快乐蔡小葵[打call]
511,高性能海盗船,4930085763946644,Wed Aug 02 00:31:45 +0800 2023,再闯一遍[打call][打call][打call]
512,不是甜妹_k,4930086245766504,Wed Aug 02 00:33:40 +0800 2023,生日快乐@蔡徐坤 我们在！[抱一抱]
513,煎葵果子,4930086186782219,Wed Aug 02 00:33:26 +0800 2023,生日快乐
514,-郜郜i幼恩呐,4930086337516102,Wed Aug 02 00:34:02 +0800 2023,恭喜你！开启long game新副本，接下来的路，我们一起打怪升级！@蔡徐坤 25岁生日快乐！！！！！
515,西红柿先生是一个谜,4930086141170438,Wed Aug 02 00:33:15 +0800 2023,你给我听着（抓住手腕）我爱你！（低沉）记住了！（咬后槽牙）生日快乐[哇]
516,西红柿先生是一个谜,4930086157422976,Wed Aug 02 00:33:19 +0800 2023,你闪闪发亮的同时也要平平安安❤️生日快乐！
517,西红柿先生是一个谜,4930086123346063,Wed Aug 02 00:33:11 +0800 2023,生日快乐 @蔡徐坤[笑而不语]
518,KUN_真儿,4930085930407823,Wed Aug 02 00:32:25 +0800 2023,生日快乐@蔡徐坤
519,饼没事,4930086618530849,Wed Aug 02 00:35:09 +0800 2023,我们都在[心]
520,要种草莓吗kk,4930086484051468,Wed Aug 02 00:34:37 +0800 2023,刚认识你的时候你才19岁  转眼都25啦  时间过的真快啊   生日快乐🎂我们会一直在一起
521,八玥海葵,4930086442370211,Wed Aug 02 00:34:27 +0800 2023,想叠千万个纸飞机飞到你怀里，每一个都写着我爱你❤️生日快乐🎂
522,在海边荡个秋千,4930085809296667,Wed Aug 02 00:31:56 +0800 2023,生日快乐[爱你][爱你]@蔡徐坤
523,葵葵蔬菜,4930088351304951,Wed Aug 02 00:42:02 +0800 2023,生日快乐坤哥！[打call]🎂
524,煎葵果子,4930086916069335,Wed Aug 02 00:36:20 +0800 2023,生日快乐！一定要快乐！我们一起陪你
525,妮妮薇niniwei123456,4930088879526301,Wed Aug 02 00:44:08 +0800 2023,生日快乐
526,妮妮薇niniwei123456,4930088950301327,Wed Aug 02 00:44:24 +0800 2023,天天开心[心][打call][抱抱]
527,爱让人愚蠢,4930085759489243,Wed Aug 02 00:31:44 +0800 2023,小坤生日快乐，好好照顾自己，我会一直陪着你爱你最爱你😘@蔡徐坤
528,不愿透露姓名的歌迷,4930085700501729,Wed Aug 02 00:31:29 +0800 2023,生日快乐@蔡徐坤
529,Kun_CafeinBali,4930088732721303,Wed Aug 02 00:43:32 +0800 2023,@蔡徐坤 坤仔生日快乐哈[鲜花][抱抱][蛋糕]
530,想吃烤冷面-K-,4930085700246549,Wed Aug 02 00:31:30 +0800 2023,生日快乐@蔡徐坤
531,他的右脸有一道疤,4930088673479666,Wed Aug 02 00:43:19 +0800 2023,生日快乐蔡徐坤，我们都在[抱一抱]
532,呼噜呼噜咕噜噜qwq,4930085654370603,Wed Aug 02 00:31:19 +0800 2023,我们一直都在[哇]生日快乐！
533,行將就鍷了,4930089768455859,Wed Aug 02 00:47:40 +0800 2023,生日快乐！@蔡徐坤
534,色坤头子,4930089253077580,Wed Aug 02 00:45:36 +0800 2023,我爱你！你要一直快乐！要好好生活好好照顾自己！我的宝贝 生日快乐！我们一直都在！永远！@蔡徐坤
535,千山慕坤,4930088640450007,Wed Aug 02 00:43:11 +0800 2023,生日快乐[蛋糕][蛋糕][蛋糕]@蔡徐坤
536,K·小猫咪_yan,4930094042452006,Wed Aug 02 01:04:39 +0800 2023,第六年了，我们一直在😘☝🏼️生日快乐坤～🎂✨
537,葵葵不困_y,4930090884664684,Wed Aug 02 00:52:06 +0800 2023,蔡徐坤生日快乐！！！[抱一抱]
538,AK小舒,4930090820964281,Wed Aug 02 00:51:51 +0800 2023,生日快乐坤坤[心][蛋糕]一起走下一个六年[抱抱] http://t.cn/A60pmsZg
539,猫价临奏,4930092130110367,Wed Aug 02 00:57:03 +0800 2023,Love never fails 爱是勇敢者的游戏 我们都是勇敢者❤️生日快乐KUN！@蔡徐坤
540,见一面吧小坤,4930093308708119,Wed Aug 02 01:01:44 +0800 2023,生日快乐！
541,小商有点_kun,4930090229829650,Wed Aug 02 00:49:30 +0800 2023,生日快乐   我们一直在
542,-Cilk,4930090133094654,Wed Aug 02 00:49:06 +0800 2023,生日快乐@蔡徐坤
543,喵喵初遇82,4930200801121035,Wed Aug 02 08:08:52 +0800 2023,你在 家在 我在❤️生日快乐[蛋糕]@蔡徐坤
544,喵喵初遇82,4930200259006765,Wed Aug 02 08:06:43 +0800 2023,我的愿望是你的愿望都会实现[抱一抱]生日快乐@蔡徐坤
545,一口一个大满满,4930086719194152,Wed Aug 02 00:35:33 +0800 2023,生日快乐[心][心][心][心][心][心]@蔡徐坤
546,上线就是发疯_,4930085758967465,Wed Aug 02 00:31:44 +0800 2023,生日快乐 永远爱你
547,第一页吧,4930086250218560,Wed Aug 02 00:33:41 +0800 2023,@蔡徐坤 生日快乐 宝[心]
548,-Cilk,4930090154328200,Wed Aug 02 00:49:11 +0800 2023,生日快乐[抱一抱][抱一抱]
549,S5317,4930086711856859,Wed Aug 02 00:35:31 +0800 2023,生日快乐！永远有人爱你
550,想看82场雪-,4930190654573051,Wed Aug 02 07:28:33 +0800 2023,生日快乐 生日快乐🎂
551,bobo的快乐小窝,4930213555994900,Wed Aug 02 08:59:32 +0800 2023,我们都在[抱一抱]
552,煎饼果子我只要蔡,4930089928100591,Wed Aug 02 00:48:18 +0800 2023,生日快乐！[打call][打call][打call]
553,AKHana·蔡徐坤,4930206025916037,Wed Aug 02 08:29:38 +0800 2023,生日快乐呀坤坤[愛你]
554,kun40224,4930090829873598,Wed Aug 02 00:51:52 +0800 2023,生日快乐鸭
555,西红柿先生是一个谜,4930105916786132,Wed Aug 02 01:51:50 +0800 2023,喜欢听你的歌 做你一辈子的歌迷 生日快乐[太开心]
556,bobo的快乐小窝,4930213501207220,Wed Aug 02 08:59:19 +0800 2023,生日快乐[心]
557,kun40224,4930090725804379,Wed Aug 02 00:51:28 +0800 2023,一起闯啊
558,Aicai_Lover,4930092201672986,Wed Aug 02 00:57:19 +0800 2023,我们一起!@蔡徐坤
559,谁知潘中餐802,4930202180257508,Wed Aug 02 08:14:21 +0800 2023,期待快点见面哦
560,小葵安妮,4930099651019479,Wed Aug 02 01:26:56 +0800 2023,天天开心
561,去无人海岛摸彩彩的角,4930091828118081,Wed Aug 02 00:55:50 +0800 2023,KUN 生日快乐🎈又陪你过生日啦～希望你自由自在天天开心 热爱你热爱的坚持你坚持的 我们都在KUN&IKUN🦁️🐱 我爱你，我的独一无二蓝玫瑰@蔡徐坤
562,KARINA-WINK,4930092167333557,Wed Aug 02 00:57:12 +0800 2023,生日快乐宝贝，我们特别特别爱你@蔡徐坤
563,小葵安妮,4930099432128692,Wed Aug 02 01:26:03 +0800 2023,生日快乐
564,YY小小西红柿,4930097029055822,Wed Aug 02 01:16:31 +0800 2023,生日快乐蔡徐坤[心]
565,小葵的大迷姐,4930095690548393,Wed Aug 02 01:11:12 +0800 2023,宝贝生日快乐🎂
566,DuoDuo好困,4930233079172201,Wed Aug 02 10:17:08 +0800 2023,陪伴是最长情的告白 KUN&IKUN FOREVER💞生日快乐🎂
567,蔡蔡是阿彩呀,4930091274470388,Wed Aug 02 00:53:39 +0800 2023,生日快乐@蔡徐坤 我一直在[心]
568,小鲤ki,4930091472392129,Wed Aug 02 00:54:26 +0800 2023,生日快乐啦[抱抱]
569,淡淡的漫漫子,4930099684313281,Wed Aug 02 01:27:04 +0800 2023,生日快乐宝贝[蛋糕][心][鲜花]一直都在[加油]
570,困困的妈咪粉,4930095850981699,Wed Aug 02 01:11:50 +0800 2023,生日快乐，一起加油[打call]
571,西红柿先生是一个谜,4930105875367202,Wed Aug 02 01:51:40 +0800 2023,"If you need me,I will be your side.生日快乐🎂"
572,是小蔡呀_,4930091710677223,Wed Aug 02 00:55:22 +0800 2023,生日快乐[抱一抱]
573,nini取悦自己,4930391775905010,Wed Aug 02 20:47:44 +0800 2023,恭喜你！开启long game新副本，接下来的路，我们一起打怪升级！@蔡徐坤 25岁生日快乐🎂🎊
574,Lao劳想睡觉,4930091065278609,Wed Aug 02 00:52:48 +0800 2023,生日快乐[彩虹屁][彩虹屁]
575,西红柿先生是一个谜,4930105841026545,Wed Aug 02 01:51:32 +0800 2023,一直在[哇]@蔡徐坤
576,坤家的大姐姐,4930286825768160,Wed Aug 02 13:50:42 +0800 2023,生日快樂[心]
577,超爱吃蔡蔡82,4930251605677191,Wed Aug 02 11:30:45 +0800 2023,舞台是你最好的作品
578,小葵的大迷姐,4930096111029529,Wed Aug 02 01:12:52 +0800 2023,爱你 宝贝[心]
579,Nanami0802,4930335337617529,Wed Aug 02 17:03:28 +0800 2023,happy birthday kun！坤坤不管多久  都会等你，无论几岁都要听你的歌 看你的演唱会哒，坤坤要永远自由 做自己喜欢的事 在舞台上闪闪发光，希望今后kun万事顺意  平安喜乐 健健康康 ，不管多久都会等你回来！！！kun and ikun永远在一起！！！
580,坤坤豬咪最忠心的姐姐,4930235830897532,Wed Aug 02 10:28:04 +0800 2023,生日快樂坤坤[蛋糕]
581,菜菜爱吃烤魚_,4930091275256242,Wed Aug 02 00:53:38 +0800 2023,祝坤坤25岁生日快乐🎂
582,Shirley_8152,4930213571466457,Wed Aug 02 08:59:37 +0800 2023,Blessed birthday🥳🎂 Another candle added
583,姐姐伴坤遠航,4930278121801252,Wed Aug 02 13:16:07 +0800 2023,生日快樂[心]@蔡徐坤
584,愛在心裏的坤坤,4930276058728925,Wed Aug 02 13:07:55 +0800 2023,生日快樂[心]@蔡徐坤
585,-公主城堡西多士-,4931010095221715,Fri Aug 04 13:44:43 +0800 2023,总有人山高路远，为你而来！𝐋𝐨𝐯𝐞 𝐧𝐞𝐯𝐞𝐫 𝐟𝐚𝐢𝐥𝐬.生日快乐🌹
586,羊西卒,4930210421802784,Wed Aug 02 08:47:06 +0800 2023,爱你哟崽崽@蔡徐坤
587,-公主城堡西多士-,4931010121177423,Fri Aug 04 13:44:49 +0800 2023,你在 家在 我在❤️生日快乐
588,渔舟渡雪,4930229775106927,Wed Aug 02 10:03:59 +0800 2023,你好25岁的蔡徐坤，我在河南祝你生日快乐🎂今天请寿星喝个胡辣汤，河南爱坤在等你的巡演，陪伴是最长情的告白 KUN&IKUN FOREVER💞生日快乐🎂
589,愛在心裏的坤坤,4930276158866920,Wed Aug 02 13:08:19 +0800 2023,爱你 生日快樂[心]@蔡徐坤
590,-公主城堡西多士-,4931010082637201,Fri Aug 04 13:44:40 +0800 2023,你在 家在 我在❤️生日快乐爱是勇敢者的游戏 我们都是勇敢者❤️生日快乐！
591,Shirley_8152,4930352114045563,Wed Aug 02 18:10:08 +0800 2023,满满的祝福 满满的爱❤️❤️❤️
592,叽里咕噜嘀小猪,4930279037209731,Wed Aug 02 13:19:45 +0800 2023,祝你生日快乐，祝你生日快乐，祝你生日快乐，祝你生日快乐，祝你生日快乐，祝你生日快乐@蔡徐坤
593,-困困菜姚,4930952298765139,Fri Aug 04 09:55:03 +0800 2023,我们都在呢 不要害怕 一起闯关打怪兽@蔡徐坤
594,-公主城堡西多士-,4931010045149555,Fri Aug 04 13:44:30 +0800 2023,你在 家在 我在❤️生日快乐
595,媽媽愛坤寶,4930269851943254,Wed Aug 02 12:43:14 +0800 2023,生日快乐[心]
596,骄傲的月半弯20110,4930208316791256,Wed Aug 02 08:38:44 +0800 2023,生日快乐[心]
597,超爱吃蔡蔡82,4930251639491491,Wed Aug 02 11:30:53 +0800 2023,闪闪发光吧
598,小葵坤坤的姐姐,4930335986422740,Wed Aug 02 17:06:03 +0800 2023,生日快樂[蛋糕]
599,用户西子西卒116,4930208778160840,Wed Aug 02 08:40:34 +0800 2023,[蛋糕]生日快乐啊彩彩
600,路過蜻蜓98,4930106315506792,Wed Aug 02 01:53:25 +0800 2023,照顾好自己  家一直在！
601,185帅坤坤,4930113210156837,Wed Aug 02 02:20:49 +0800 2023,@蔡徐坤 爱你爱你爱你[色]
602,Shirley_8152,4930348892560699,Wed Aug 02 17:57:20 +0800 2023,HBD 🎂🥳 Love never fails
603,储蓄卡是涐的,4930093174227610,Wed Aug 02 01:01:12 +0800 2023,生日快乐 @蔡徐坤[亲亲][亲亲][亲亲]
604,我爱9蔡包,4930624970817900,Thu Aug 03 12:14:21 +0800 2023,蔡徐坤中午好啊！昨天过的开心吗？
605,KUN-崔皮炸鸡,4930085368895806,Wed Aug 02 00:30:11 +0800 2023,真好 又陪你一起过了一个生日[蛋糕]又长大了一岁 生日快乐 我们都要好好的照顾自己[心] 我爱你 永远爱你[全力以赴] 我明天去看海哦～到时候拍照给你呀 我们一起看！[喵喵]@蔡徐坤
606,就吃一口可可饼干,4930085976545299,Wed Aug 02 00:32:36 +0800 2023,一年又一年，我一直在@蔡徐坤
607,嘉玥kkklll,4930086032119379,Wed Aug 02 00:32:49 +0800 2023,我的愿望是你的愿望都会实现[抱一抱]生日快乐
608,KUN-崔皮炸鸡,4930085519361314,Wed Aug 02 00:30:47 +0800 2023,@彩彩园舞曲· @克莱因蓝·坤iii
609,KUN-崔皮炸鸡,4930085389600214,Wed Aug 02 00:30:16 +0800 2023,@蔡徐坤
610,LL是蔡琳琳,4930085947705472,Wed Aug 02 00:32:29 +0800 2023,㊗️@蔡徐坤 25岁生日快乐🎂 你前方有梦，背后有我们，一直在，一直爱❤️ 岁月无声 用心相伴 KUN&IKUN💙Forever！
611,色坤头子,4930088536376381,Wed Aug 02 00:42:46 +0800 2023,我爱你！你要一直快乐！要好好生活好好照顾自己！我的宝贝 生日快乐！！！我们一直都在！永远！@蔡徐坤
612,困困宝宝的括弧笑,4930085934602143,Wed Aug 02 00:32:26 +0800 2023,蔡徐坤生日快乐，天天开心！[哇][哇]
613,小慧与蔡困,4930088514621823,Wed Aug 02 00:42:41 +0800 2023,我一直在！
614,-郜郜i幼恩呐,4930088854357415,Wed Aug 02 00:44:02 +0800 2023,25岁生日快乐 继续闪耀 做舞台上闪闪发光的你 我爱你@蔡徐坤
615,夏日芒果冰F,4930087244006011,Wed Aug 02 00:37:38 +0800 2023,生日快乐🎂🎂🎂爱你@蔡徐坤
616,短情诗0802,4930087302467127,Wed Aug 02 00:37:52 +0800 2023,@蔡徐坤 生日快乐[蛋糕]照顾好自己 期待下一次见面
617,醒醒有点困_,4930087994263153,Wed Aug 02 00:40:37 +0800 2023,K亲启  嗨，好久不见!时光从指缝中溜走，一转眼就迎来了你的25岁。五年，第六个生日，真的像我以前每年说的一样，都在。新的一岁，希望你更加幸福顺遂，希望你做自己所想，得自己所愿。你是自由自在的蔡徐坤，我是永远爱你的歌迷朋友[送花花][送花花][送花花]
618,一朵可爱葵呀,4930088061895278,Wed Aug 02 00:40:53 +0800 2023,我们都很挂念你！生日快乐坤哥@蔡徐坤
619,葵葵啊啊呀,4930086044176800,Wed Aug 02 00:32:52 +0800 2023,生日快乐宝宝爱死你
620,小葵在哪a,4930085951374353,Wed Aug 02 00:32:29 +0800 2023,生日快乐坤坤[打call]
621,nine困兔,4930087147536966,Wed Aug 02 00:37:14 +0800 2023,陪他过的第五个生日 一年又一年 我们还有好多好多年@蔡徐坤
622,KUN的情人岛_,4930087965167920,Wed Aug 02 00:40:30 +0800 2023,我们一直都在[心]
623,我们改天见,4930086123602681,Wed Aug 02 00:33:10 +0800 2023,天天开心@蔡徐坤
624,早晚会见到他,4930087068372533,Wed Aug 02 00:36:56 +0800 2023,生日快乐
625,妖妖菱0,4930086854200588,Wed Aug 02 00:36:05 +0800 2023,生日快乐 第六年[心]
626,鲨鱼der-角,4930087244531207,Wed Aug 02 00:37:38 +0800 2023,好快哦，不过一直在
627,7iK_染,4930087122896032,Wed Aug 02 00:37:09 +0800 2023,又是一年，我陪你过生日@蔡徐坤
628,Coisinikun,4930087059456668,Wed Aug 02 00:36:54 +0800 2023,生日快乐坤，新的一岁平安喜乐
629,西红柿官宣正牌女友,4930086707134788,Wed Aug 02 00:35:29 +0800 2023,家一直在
630,只对葵心动吖,4930086778438878,Wed Aug 02 00:35:47 +0800 2023,25岁的蔡徐坤永远浪漫我永远爱你@蔡徐坤
631,幼恩彩葵,4930086471472708,Wed Aug 02 00:34:34 +0800 2023,生日快乐宝宝[抱一抱]又一年@蔡徐坤
632,湘不是相,4930086660475001,Wed Aug 02 00:35:19 +0800 2023,又一年 生日快乐
633,blush陈,4930086404361622,Wed Aug 02 00:34:18 +0800 2023,我也去了海边！[打call]好美丽[打call]
634,冬日唱片-标签版,4930090029286070,Wed Aug 02 00:48:41 +0800 2023,生日快乐@蔡徐坤
635,就叫我小i叭,4930086341446015,Wed Aug 02 00:34:03 +0800 2023,生日快乐[心]
636,August麻迷,4930091396108311,Wed Aug 02 00:54:08 +0800 2023,@蔡徐坤 25岁生日快乐!(^O^)y🎂
637,一口葵仔,4930086723913900,Wed Aug 02 00:35:34 +0800 2023,好想你@蔡徐坤
638,路過蜻蜓98,4930106571883091,Wed Aug 02 01:54:26 +0800 2023,坤  生日快乐🎂[抱一抱]
639,小葵的大迷姐,4930098816615026,Wed Aug 02 01:23:37 +0800 2023,坤  生日快乐🎂
640,小葵的大迷姐,4930098991468111,Wed Aug 02 01:24:19 +0800 2023,家一直在
641,小和子莫得了,4930086564271310,Wed Aug 02 00:34:56 +0800 2023,我爱你蔡徐坤
642,夏日限定的坤,4930090523689385,Wed Aug 02 00:50:39 +0800 2023,一年又一年 我都一直在 从未离开
643,路過蜻蜓98,4930106722878430,Wed Aug 02 01:55:02 +0800 2023,爱你💕爱你😘
644,小奎喜坤,4930086300549990,Wed Aug 02 00:33:53 +0800 2023,25岁生日快乐@蔡徐坤
645,KUN-崔皮炸鸡,4930091618927458,Wed Aug 02 00:55:01 +0800 2023,@彩彩唱片店- [心][心][心]
646,August_好困,4930424457926938,Wed Aug 02 22:57:36 +0800 2023,love never fails@蔡徐坤 我们一直在
647,Shirley_8152,4930213878177089,Wed Aug 02 09:00:50 +0800 2023,Wish you a happy happier birthday 🥳❤️
648,-困困菜姚,4930952440054031,Fri Aug 04 09:55:36 +0800 2023,要一直快乐 我们永远在一起 永远爱你@蔡徐坤
649,KARINA-WINK,4930091966796034,Wed Aug 02 00:56:24 +0800 2023,我一直在@蔡徐坤
650,爱坤的颖啊,4930166519759589,Wed Aug 02 05:52:39 +0800 2023,那我就祝你的愿望实现！
651,Shirley_8152,4930349458527774,Wed Aug 02 17:59:35 +0800 2023,简单的 幸福的 生日大快乐🎂🎈
652,第六季节288991,4930143262867825,Wed Aug 02 04:20:14 +0800 2023,生日快乐@蔡徐坤 [心]
653,Shirley_8152,4930250691056956,Wed Aug 02 11:27:07 +0800 2023,又大了一岁啦 要永远快乐哦 🎂🥳
654,小蔡别流泪,4930087151994957,Wed Aug 02 00:37:16 +0800 2023,就这样陪着你 一年又一年@蔡徐坤
655,扶蔡大爷过马路,4930089777104130,Wed Aug 02 00:47:42 +0800 2023,我永远都在
656,风吹第八十二页,4930102435775454,Wed Aug 02 01:38:00 +0800 2023,又一年啦生日快乐
657,迷人雪纳瑞k,4930104813423203,Wed Aug 02 01:47:27 +0800 2023,一年又一年，我会一直在[心]@蔡徐坤
658,今天喜欢寄居蟹,4930087344144722,Wed Aug 02 00:38:01 +0800 2023,𝟸𝟶𝟸𝟹 𝚆𝚎 𝚑𝚊𝚟𝚎 𝚋𝚎𝚎𝚗 我的小精灵生日快乐 又一年 还有很多个一年陪你一起@蔡徐坤 新的25岁让我来见你，一起开更多演唱会，让这玫瑰怒放盛放！[可爱]
659,葵葵不困_y,4930090804449533,Wed Aug 02 00:51:47 +0800 2023,一直在，生日快乐[抱一抱]
660,翻我牌,4930098211588874,Wed Aug 02 01:21:13 +0800 2023,生日快乐[心]
661,Lao劳想睡觉,4930090955967044,Wed Aug 02 00:52:23 +0800 2023,生日快乐！@蔡徐坤
662,碗盆炸炸,4930092855201159,Wed Aug 02 00:59:56 +0800 2023,永远爱他[心][心]
663,风吹第八十二页,4930090771153069,Wed Aug 02 00:51:38 +0800 2023,祝坤子25岁生日快乐[鲜花]
664,X鱼豆腐,4930090687532570,Wed Aug 02 00:51:19 +0800 2023,一年又一年，第六年了，以后我还会继续在你身边@蔡徐坤
665,偷菜猫咪,4930090661838997,Wed Aug 02 00:51:12 +0800 2023,又一年 我们在一起[打call]
666,kuizhh,4930089978955727,Wed Aug 02 00:48:30 +0800 2023,生日快乐
667,旺仔K奶糖,4930086401477363,Wed Aug 02 00:34:17 +0800 2023,宝宝生日快乐
668,蔡徐坤你也困了吗,4930086480646195,Wed Aug 02 00:34:36 +0800 2023,生日快乐哦[心][心][心]
669,醒醒有点困_,4930088040664399,Wed Aug 02 00:40:48 +0800 2023,K亲启  嗨，好久不见!时光从指缝中溜走，一转眼就迎来了你的25岁。五年，第六个生日，真的像我以前每年说的一样，都在。新的一岁，希望你更加幸福顺遂，希望你做自己所想，得自己所愿。你是自由自在的蔡徐坤，我是永远爱你的歌迷朋友[爱你]
670,苏颜颜儿,4930086204086327,Wed Aug 02 00:33:30 +0800 2023,生日快乐[赞]
671,多吃点点-抢到内地演唱会门票,4930087432487522,Wed Aug 02 00:38:22 +0800 2023,想叠千万个纸飞机飞到你怀里，每一个都写着我爱你❤️生日快乐🎂
672,魚_YY_,4930086823791773,Wed Aug 02 00:35:58 +0800 2023,生日快乐蔡徐坤！
673,情话说给_坤,4930086158210070,Wed Aug 02 00:33:19 +0800 2023,生日快乐@蔡徐坤
674,香蔡飞你一脸_,4930086165811422,Wed Aug 02 00:33:21 +0800 2023,蔡徐坤生日快乐[哈哈][心]
675,Empty-L-K-,4930086757467023,Wed Aug 02 00:35:42 +0800 2023,生日快乐[抱一抱]
676,折冬柳,4930087135218909,Wed Aug 02 00:37:12 +0800 2023,@蔡徐坤 生日快乐！！[哈哈]
677,喜欢吃菜心_,4930086850265801,Wed Aug 02 00:36:03 +0800 2023,爱你[送花花][蛋糕]@蔡徐坤
678,kiki-0711,4930126606763125,Wed Aug 02 03:14:03 +0800 2023,坤哥生日快乐[抱一抱]🎂
679,碗盆炸炸,4930086161089334,Wed Aug 02 00:33:19 +0800 2023,哈哈哈哈
680,甜甜的蔡仙生,4930088522745727,Wed Aug 02 00:42:43 +0800 2023,蔡徐坤生日快乐
681,一直听kun的歌,4930137495437806,Wed Aug 02 03:57:19 +0800 2023,@蔡徐坤
682,子时有歌,4930096769011469,Wed Aug 02 01:15:29 +0800 2023,爱坤姐妹都好浪漫呀。[色][色][色]
683,南笙kkkkkkkun0802,4930089701344851,Wed Aug 02 00:47:24 +0800 2023,生日快乐 我们演唱会见
684,一直听kun的歌,4930137533186661,Wed Aug 02 03:57:28 +0800 2023,24岁的烦恼太多了希望25岁的你平安喜乐 @蔡徐坤
685,兔心唯葵,4930100069403008,Wed Aug 02 01:28:36 +0800 2023,大哥生日快乐[鲜花]
686,Imwait_ing,4930086359007652,Wed Aug 02 00:34:06 +0800 2023,祝蔡徐坤25岁生日快乐[蛋糕][庆祝]
687,sing小葵_KUN,4930088262437210,Wed Aug 02 00:41:41 +0800 2023,生日快乐[送花花][送花花]
688,冉妹卷蔡粽子,4930095221312528,Wed Aug 02 01:09:20 +0800 2023,生日快乐[抱一抱]
689,ikun简忆,4930092838946715,Wed Aug 02 00:59:52 +0800 2023,生日快乐，一直在
690,kongkong困困,4930093452102039,Wed Aug 02 01:02:18 +0800 2023,生日快乐@蔡徐坤
691,sur喵ai蔡徐坤,4930089336703065,Wed Aug 02 00:45:57 +0800 2023,生日快乐啊宝贝 勇敢追逐自己的梦想 不顾一切 做自由快乐的你@蔡徐坤
692,葵花小蔡kun,4930089295283110,Wed Aug 02 00:45:47 +0800 2023,蔡徐坤一定要天天开心哦@蔡徐坤
693,肥肥蔡蔡i,4930089190427071,Wed Aug 02 00:45:22 +0800 2023,希望与爱 从未离开
694,蔡徐坤快发新歌,4930088934834425,Wed Aug 02 00:44:20 +0800 2023,生日快乐！平安喜乐，万事胜意
695,沉迷于网络的少女,4930088284455613,Wed Aug 02 00:41:46 +0800 2023,25岁生日快乐啦
696,小小脑袋_没烦恼,4930090628548353,Wed Aug 02 00:51:05 +0800 2023,好好生活@蔡徐坤
